,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,season,division,PA,1B,OBP,BA,SLG,OPS,ISO,HR/PA,K/PA,BB/PA,K/BB,BABIP,wOBA,wRAA,wRC,team
0,11,36,12,3,1,17,0,8,9,4,0,0,6,2,1,0,1,0,0,02/17/2023,away,16340,459,UNC Greensboro,9,True,11,0,11,win,2390426,500,2023,1,49,8,0.51,0.333,0.472,0.982,0.139,0.0,0.122,0.184,0.667,0.4,0.478,5.553,13.246,500
1,6,33,11,1,1,14,0,6,4,4,1,1,5,0,0,2,0,1,0,02/18/2023,away,16340,459,UNC Greensboro,9,True,6,7,-1,loss,2390759,500,2023,1,42,9,0.476,0.333,0.424,0.9,0.091,0.0,0.119,0.095,1.25,0.379,0.425,2.487,9.081,500
2,12,36,12,4,0,22,2,11,8,0,0,0,5,1,2,0,2,0,0,02/19/2023,away,16340,459,UNC Greensboro,9,True,12,9,3,win,2391030,500,2023,1,44,6,0.455,0.333,0.611,1.066,0.278,0.045,0.114,0.182,0.625,0.345,0.481,5.121,12.029,500
0,14,39,17,2,0,22,1,14,6,0,4,0,5,0,1,1,4,0,0,02/18/2023,away,16340,9754,UC-Colo. Springs,9,True,14,6,8,win,2390551,502,2023,1,49,14,0.469,0.436,0.564,1.033,0.128,0.02,0.102,0.122,0.833,0.432,0.461,4.702,12.395,502
1,12,32,14,4,0,24,2,11,5,0,2,0,3,0,2,0,0,0,0,02/18/2023,away,16340,9754,UC-Colo. Springs,9,True,12,4,8,win,2408870,502,2023,1,39,8,0.487,0.438,0.75,1.237,0.312,0.051,0.077,0.128,0.6,0.414,0.531,6.53,12.653,502
2,7,38,8,1,0,12,1,4,4,5,0,0,9,0,0,0,1,0,0,02/19/2023,away,16340,9754,UC-Colo. Springs,10,True,7,8,-1,loss,2390266,502,2023,1,47,6,0.362,0.211,0.316,0.678,0.105,0.021,0.191,0.085,2.25,0.25,0.343,-1.152,6.227,502
0,2,31,6,3,0,9,0,1,0,0,0,0,8,2,0,0,0,0,1,02/17/2023,away,16340,527,Oral Roberts,9,True,2,16,-14,loss,2390373,503,2023,1,31,3,0.194,0.194,0.29,0.484,0.096,0.0,0.258,0.0,0.0,0.261,0.218,-4.716,0.151,503
1,2,29,7,0,1,9,0,2,3,0,1,0,8,3,0,1,2,0,3,02/18/2023,away,16340,527,Oral Roberts,9,True,2,8,-6,loss,2390764,503,2023,1,33,6,0.303,0.241,0.31,0.613,0.069,0.0,0.242,0.091,2.667,0.318,0.294,-2.459,2.722,503
2,2,34,6,0,0,6,0,1,5,3,0,0,16,1,2,0,2,0,1,02/18/2023,away,16340,527,Oral Roberts,10,True,2,3,-1,loss,2408283,503,2023,1,42,6,0.333,0.176,0.176,0.509,0.0,0.0,0.381,0.119,3.2,0.333,0.287,-3.43,3.164,503
3,1,32,8,2,0,10,0,1,6,2,0,0,6,2,0,0,0,0,2,02/19/2023,away,16340,527,Oral Roberts,9,True,1,6,-5,loss,2390989,503,2023,1,40,6,0.4,0.25,0.312,0.712,0.062,0.0,0.15,0.15,1.0,0.308,0.366,-0.041,6.239,503
0,9,34,11,2,0,16,1,8,13,1,1,0,6,0,0,0,0,0,0,02/17/2023,neutral,16340,204,Eastern Mich.,9,True,9,2,7,win,2390315,505,2023,1,49,8,0.51,0.324,0.471,0.981,0.147,0.02,0.122,0.265,0.462,0.357,0.473,5.303,12.996,505
1,5,29,7,2,1,11,0,5,0,0,1,1,4,1,0,0,1,0,1,02/18/2023,neutral,16340,204,Eastern Mich.,9,True,5,4,1,win,2390585,505,2023,1,31,4,0.226,0.241,0.379,0.605,0.138,0.0,0.129,0.0,0.0,0.269,0.26,-3.386,1.481,505
2,9,34,12,3,1,17,0,8,6,2,2,1,5,0,1,0,2,0,0,02/19/2023,neutral,16340,204,Eastern Mich.,9,True,9,13,-4,loss,2390881,505,2023,1,45,8,0.444,0.353,0.5,0.944,0.147,0.0,0.111,0.133,0.833,0.387,0.433,3.032,10.097,505
3,6,35,10,3,0,16,1,5,5,1,0,1,11,1,0,0,2,0,0,02/21/2023,away,16340,202,Eastern Ky.,9,True,6,5,1,win,2391167,505,2023,1,42,6,0.381,0.286,0.457,0.838,0.171,0.024,0.262,0.119,2.2,0.391,0.389,0.943,7.537,505
0,4,34,7,1,0,8,0,4,7,1,0,0,14,0,0,0,1,0,0,02/17/2023,away,16340,670,Texas St.,9,True,4,12,-8,loss,2390442,509,2023,1,42,6,0.357,0.206,0.235,0.592,0.029,0.0,0.333,0.167,2.0,0.35,0.317,-2.144,4.45,509
1,5,32,7,1,0,11,1,4,4,3,0,0,9,1,1,0,0,0,1,02/18/2023,away,16340,670,Texas St.,9,True,5,20,-15,loss,2390775,509,2023,1,39,5,0.359,0.219,0.344,0.703,0.125,0.026,0.231,0.103,2.25,0.273,0.348,-0.757,5.366,509
2,9,40,13,3,2,20,0,6,6,0,1,0,12,1,0,0,0,0,1,02/19/2023,away,16340,670,Texas St.,9,True,9,24,-15,loss,2390914,509,2023,1,47,8,0.404,0.325,0.5,0.904,0.175,0.0,0.255,0.128,2.0,0.448,0.415,2.303,9.682,509
0,2,32,3,0,0,3,0,1,0,1,0,0,14,0,0,0,2,0,0,02/17/2023,away,16340,646,South Alabama,9,True,2,3,-1,loss,2390484,508,2023,1,33,3,0.121,0.094,0.094,0.215,0.0,0.0,0.424,0.0,0.0,0.167,0.111,-8.625,-3.444,508
1,3,32,6,1,1,9,0,2,4,0,0,1,11,0,0,0,1,0,0,02/18/2023,away,16340,9,UAB,9,True,3,4,-1,loss,2390590,508,2023,1,37,4,0.27,0.188,0.281,0.551,0.093,0.0,0.297,0.108,2.75,0.286,0.267,-3.777,2.032,508
2,1,31,5,0,0,8,1,1,5,1,0,0,10,1,1,0,0,0,0,02/19/2023,neutral,16340,202,Eastern Ky.,9,True,1,11,-10,loss,2390961,508,2023,1,37,4,0.297,0.161,0.258,0.555,0.097,0.027,0.27,0.135,2.0,0.2,0.284,-3.135,2.674,508
3,5,23,7,2,0,9,0,5,8,1,1,3,6,1,1,1,1,0,1,02/21/2023,home,16340,0,LSU-Alexandria,9,True,5,4,1,win,2391188,508,2023,1,36,5,0.444,0.304,0.391,0.835,0.087,0.0,0.167,0.222,0.75,0.389,0.401,1.25,6.902,508
0,4,30,2,0,0,5,1,2,6,0,0,0,14,0,0,0,1,0,0,02/17/2023,away,16340,28600,Lipscomb,9,True,4,5,-1,loss,2390287,513,2023,1,36,1,0.222,0.067,0.167,0.389,0.1,0.028,0.389,0.167,2.333,0.067,0.212,-5.697,-0.045,513
1,8,31,5,2,0,7,0,5,6,8,0,1,15,1,0,0,1,0,1,02/18/2023,away,16340,28600,Lipscomb,9,True,8,4,4,win,2390524,513,2023,1,46,3,0.413,0.161,0.226,0.639,0.065,0.0,0.326,0.13,2.5,0.312,0.361,-0.282,6.94,513
2,2,30,3,0,0,6,1,2,2,1,0,0,6,0,0,0,0,0,0,02/19/2023,away,16340,28600,Lipscomb,9,True,2,4,-2,loss,2390844,513,2023,1,33,2,0.182,0.1,0.2,0.382,0.1,0.03,0.182,0.061,3.0,0.087,0.189,-5.997,-0.816,513
0,5,32,6,3,0,9,0,5,3,1,2,1,7,1,0,0,1,0,1,02/17/2023,away,16340,346,Lamar University,10,True,5,6,-1,loss,2390454,514,2023,1,39,3,0.256,0.188,0.281,0.537,0.093,0.0,0.179,0.077,2.333,0.222,0.254,-4.499,1.624,514
1,2,27,5,1,0,6,0,2,4,0,1,2,7,0,1,1,1,0,0,02/18/2023,away,16340,346,Lamar University,9,True,2,3,-1,loss,2390743,514,2023,1,34,4,0.265,0.185,0.222,0.487,0.037,0.0,0.206,0.118,1.75,0.238,0.242,-4.339,0.999,514
2,4,33,9,2,0,11,0,4,2,0,0,0,3,2,1,0,0,0,2,02/19/2023,away,16340,346,Lamar University,9,True,4,5,-1,loss,2391002,514,2023,1,35,7,0.314,0.273,0.333,0.647,0.06,0.0,0.086,0.057,1.5,0.3,0.309,-2.072,3.423,514
0,10,33,9,2,0,17,2,9,12,3,1,0,10,1,0,0,0,0,1,02/17/2023,away,16340,460,UNCW,9,True,10,14,-4,loss,2390433,519,2023,1,49,5,0.49,0.273,0.515,1.005,0.242,0.041,0.204,0.245,0.833,0.318,0.472,5.253,12.946,519
1,4,34,9,2,0,14,1,4,2,2,0,1,15,0,1,1,0,0,0,02/18/2023,home,16340,746,Virginia,9,True,4,8,-4,loss,2420095,519,2023,1,39,6,0.333,0.265,0.412,0.745,0.147,0.026,0.385,0.051,7.5,0.444,0.345,-0.876,5.247,519
2,27,48,20,5,0,28,1,23,16,1,1,0,5,1,0,0,0,0,1,02/19/2023,neutral,16340,726,Navy,9,True,27,9,18,win,2390624,519,2023,1,66,14,0.561,0.417,0.583,1.144,0.166,0.015,0.076,0.242,0.312,0.442,0.533,11.185,21.547,519
0,3,32,8,2,0,10,0,3,2,0,0,0,10,0,0,0,2,0,0,02/17/2023,neutral,16340,164,UConn,9,True,3,0,3,win,2390491,518,2023,1,34,6,0.294,0.25,0.312,0.606,0.062,0.0,0.294,0.059,5.0,0.364,0.291,-2.638,2.7,518
1,6,32,6,1,0,10,1,5,10,0,1,0,6,1,0,0,4,0,0,02/18/2023,neutral,16340,164,UConn,9,True,6,9,-3,loss,2390797,518,2023,1,43,4,0.372,0.188,0.312,0.684,0.124,0.023,0.14,0.233,0.6,0.192,0.347,-0.878,5.873,518
2,6,34,9,1,0,13,1,6,5,1,1,0,9,0,1,1,2,0,0,02/19/2023,neutral,16340,164,UConn,9,True,6,8,-2,loss,2391058,518,2023,1,41,7,0.366,0.265,0.382,0.748,0.117,0.024,0.22,0.122,1.8,0.32,0.358,-0.377,6.06,518
3,10,34,13,1,0,14,0,10,6,0,0,0,12,0,2,0,0,0,0,02/20/2023,neutral,16340,164,UConn,9,True,10,5,5,win,2391073,518,2023,1,40,12,0.475,0.382,0.412,0.887,0.03,0.0,0.3,0.15,2.0,0.591,0.435,2.777,9.057,518
4,0,31,5,1,1,8,0,0,1,3,0,0,15,1,0,0,1,0,1,02/23/2023,away,16340,1104,Grand Canyon,9,True,0,1,-1,loss,2391250,518,2023,1,35,3,0.257,0.161,0.258,0.515,0.097,0.0,0.429,0.029,15.0,0.312,0.257,-3.931,1.564,518
0,5,26,4,1,0,8,1,3,6,1,0,0,8,0,1,0,1,0,0,02/17/2023,home,16340,30135,California Baptist,9,True,5,2,3,win,2390383,522,2023,1,33,2,0.333,0.154,0.308,0.641,0.154,0.03,0.242,0.182,1.333,0.176,0.324,-1.449,3.732,522
1,2,32,8,1,0,9,0,2,4,1,1,1,6,1,0,0,1,0,1,02/18/2023,home,16340,30135,California Baptist,9,True,2,5,-3,loss,2390748,522,2023,1,39,7,0.333,0.25,0.281,0.614,0.031,0.0,0.154,0.103,1.5,0.296,0.305,-2.469,3.654,522
2,3,34,7,0,1,12,1,3,6,0,0,0,9,1,0,0,2,0,1,02/19/2023,home,16340,30135,California Baptist,9,True,3,6,-3,loss,2391046,522,2023,1,40,5,0.325,0.206,0.353,0.678,0.147,0.025,0.225,0.15,1.5,0.25,0.327,-1.633,4.647,522
3,8,32,13,5,1,20,0,7,6,1,2,0,5,1,1,0,2,1,1,02/20/2023,home,16340,721,Air Force,9,True,8,6,2,win,2391079,522,2023,1,40,7,0.525,0.406,0.625,1.15,0.219,0.0,0.125,0.15,0.833,0.448,0.508,5.758,12.038,522
4,3,31,5,0,0,5,0,3,10,1,1,0,10,1,1,0,5,0,1,02/22/2023,neutral,16340,2,Abilene Christian,10,True,3,4,-1,loss,2391249,522,2023,1,43,5,0.372,0.161,0.161,0.533,0.0,0.0,0.233,0.233,1.0,0.227,0.312,-2.414,4.337,522
0,5,30,6,1,0,7,0,5,5,0,0,0,16,0,0,0,1,0,0,02/17/2023,neutral,16340,434,Missouri,9,True,5,3,2,win,2390309,521,2023,1,35,5,0.314,0.2,0.233,0.547,0.033,0.0,0.457,0.143,3.2,0.429,0.285,-2.93,2.565,521
1,9,37,10,3,0,19,2,8,9,1,0,0,13,2,0,0,0,0,2,02/18/2023,neutral,16340,736,Vanderbilt,9,True,9,11,-2,loss,2390577,521,2023,1,47,5,0.426,0.27,0.514,0.94,0.244,0.043,0.277,0.191,1.444,0.364,0.436,3.311,10.69,521
2,1,24,4,1,0,5,0,1,2,1,1,0,10,0,0,0,0,0,0,02/19/2023,neutral,16340,31,Arkansas,9,True,1,18,-17,loss,2391051,521,2023,1,28,3,0.25,0.167,0.208,0.458,0.041,0.0,0.357,0.071,5.0,0.267,0.233,-3.831,0.565,521
3,2,29,7,0,0,10,1,2,5,1,0,0,10,1,1,0,0,0,1,02/21/2023,home,16340,30135,California Baptist,9,True,2,0,2,win,2391166,521,2023,1,35,6,0.371,0.241,0.345,0.716,0.104,0.029,0.286,0.143,2.0,0.333,0.355,-0.429,5.066,521
0,6,39,8,1,0,12,1,4,6,2,0,0,8,0,0,0,2,0,0,02/17/2023,home,16340,603,St. John's (NY),10,True,6,7,-1,loss,2390379,523,2023,1,47,6,0.34,0.205,0.308,0.648,0.103,0.021,0.17,0.128,1.333,0.233,0.326,-1.967,5.412,523
1,7,31,8,2,0,10,0,6,4,0,1,0,7,1,0,0,3,0,0,02/18/2023,home,16340,603,St. John's (NY),9,True,7,5,2,win,2390744,523,2023,1,36,6,0.333,0.258,0.323,0.656,0.065,0.0,0.194,0.111,1.75,0.32,0.318,-1.801,3.851,523
2,10,33,11,2,0,25,4,10,6,2,0,0,11,1,0,0,0,0,1,02/19/2023,home,16340,603,St. John's (NY),9,True,10,5,5,win,2390925,523,2023,1,41,5,0.463,0.333,0.758,1.221,0.425,0.098,0.268,0.146,1.833,0.389,0.527,6.697,13.134,523
3,15,41,19,4,0,38,5,15,4,3,0,0,8,0,0,0,1,0,0,02/21/2023,home,16340,741,VMI,9,True,15,8,7,win,2391147,523,2023,1,48,10,0.542,0.463,0.927,1.469,0.464,0.104,0.167,0.083,2.0,0.5,0.628,12.79,20.326,523
4,4,38,9,1,0,16,2,4,5,0,0,0,13,1,0,0,0,0,1,02/22/2023,away,16340,786,William & Mary,10,True,4,3,1,win,2391228,523,2023,1,43,6,0.326,0.237,0.421,0.747,0.184,0.047,0.302,0.116,2.6,0.304,0.346,-0.922,5.829,523
0,16,40,16,5,0,36,5,16,5,2,1,0,3,0,0,0,0,0,0,02/17/2023,home,16340,503,NIU,9,True,16,2,14,win,2390373,527,2023,1,48,6,0.479,0.4,0.9,1.379,0.5,0.104,0.062,0.104,0.6,0.333,0.576,10.242,17.778,527
1,8,35,12,2,1,22,2,8,5,1,1,0,4,1,0,0,6,0,1,02/18/2023,home,16340,503,NIU,9,True,8,2,6,win,2390764,527,2023,1,42,7,0.429,0.343,0.629,1.058,0.286,0.048,0.095,0.119,0.8,0.333,0.466,4.245,10.839,527
2,3,28,5,2,0,7,0,2,6,2,1,2,8,0,1,0,1,0,0,02/18/2023,home,16340,503,NIU,10,True,3,2,1,win,2408283,527,2023,1,39,3,0.333,0.179,0.25,0.583,0.071,0.0,0.205,0.154,1.333,0.238,0.302,-2.588,3.535,527
3,6,31,9,1,1,15,1,6,1,1,1,0,4,0,1,0,2,0,0,02/19/2023,home,16340,503,NIU,9,True,6,1,5,win,2390989,527,2023,1,34,6,0.324,0.29,0.484,0.808,0.194,0.029,0.118,0.029,4.0,0.296,0.359,-0.278,5.06,527
4,5,32,7,2,1,14,1,4,3,0,0,0,6,2,0,0,0,0,2,02/22/2023,home,16340,669,Missouri St.,9,True,5,8,-3,loss,2391230,527,2023,1,35,3,0.286,0.219,0.438,0.724,0.219,0.029,0.171,0.086,2.0,0.24,0.327,-1.429,4.066,527
0,3,27,4,2,0,6,0,2,3,0,1,0,7,0,1,0,0,0,0,02/17/2023,home,16340,812,Xavier,9,True,3,2,1,win,2390402,529,2023,1,31,2,0.226,0.148,0.222,0.448,0.074,0.0,0.226,0.097,2.333,0.19,0.221,-4.621,0.246,529
1,9,25,9,1,0,19,3,9,2,1,0,1,4,0,1,0,1,0,0,02/18/2023,home,16340,812,Xavier,9,True,9,2,7,win,2390678,529,2023,1,29,5,0.414,0.36,0.76,1.174,0.4,0.103,0.138,0.069,2.0,0.333,0.495,3.79,8.343,529
2,5,28,6,0,0,9,1,5,1,3,0,1,5,2,1,0,0,0,2,02/18/2023,home,16340,812,Xavier,9,True,5,3,2,win,2408001,529,2023,1,33,5,0.303,0.214,0.321,0.624,0.107,0.03,0.152,0.03,5.0,0.227,0.301,-2.224,2.957,529
3,3,28,5,0,0,11,2,3,5,0,0,0,8,2,0,0,2,0,0,02/19/2023,home,16340,812,Xavier,9,True,3,1,2,win,2390963,529,2023,1,33,3,0.303,0.179,0.393,0.696,0.214,0.061,0.242,0.152,1.6,0.167,0.325,-1.415,3.766,529
0,2,34,7,2,0,12,1,2,1,1,0,0,13,0,0,0,1,0,0,02/17/2023,neutral,16340,473,New Mexico,9,True,2,7,-5,loss,2390332,528,2023,1,36,4,0.25,0.206,0.353,0.603,0.147,0.028,0.361,0.028,13.0,0.3,0.277,-3.308,2.344,528
1,8,28,5,2,0,7,0,7,8,1,2,0,9,1,0,0,1,0,0,02/18/2023,neutral,16340,428,Minnesota,9,True,8,7,1,win,2390717,528,2023,1,39,3,0.359,0.179,0.25,0.609,0.071,0.0,0.231,0.205,1.125,0.238,0.322,-1.792,4.331,528
2,14,37,15,3,1,26,2,14,9,1,1,0,7,1,0,0,1,0,1,02/19/2023,neutral,16340,473,New Mexico,9,True,14,6,8,win,2390910,528,2023,1,48,9,0.521,0.405,0.703,1.224,0.298,0.042,0.146,0.188,0.778,0.448,0.54,8.478,16.014,528
3,11,36,16,1,0,20,1,10,4,1,0,0,8,0,2,0,1,0,0,02/20/2023,neutral,16340,104,UC Santa Barbara,9,True,11,0,11,win,2391074,528,2023,1,41,14,0.512,0.444,0.556,1.068,0.112,0.024,0.195,0.098,2.0,0.556,0.501,5.609,12.046,528
0,6,41,12,5,0,17,0,4,4,3,0,0,5,1,0,0,2,0,0,02/17/2023,away,16340,465,UNLV,9,True,6,14,-8,loss,2390248,534,2023,1,48,7,0.396,0.293,0.415,0.811,0.122,0.0,0.104,0.083,1.25,0.333,0.39,1.127,8.663,534
1,3,37,10,0,1,12,0,2,1,0,1,0,4,0,0,1,1,0,0,02/18/2023,away,16340,465,UNLV,9,True,3,8,-5,loss,2390497,534,2023,1,39,9,0.282,0.27,0.324,0.606,0.054,0.0,0.103,0.026,4.0,0.294,0.281,-3.424,2.699,534
2,6,38,12,3,0,15,0,4,1,3,1,0,4,2,0,0,1,0,0,02/19/2023,away,16340,465,UNLV,9,True,6,31,-25,loss,2390816,534,2023,1,43,9,0.372,0.316,0.395,0.767,0.079,0.0,0.093,0.023,4.0,0.343,0.364,-0.132,6.619,534
0,9,43,16,2,0,24,2,8,6,0,0,0,11,0,1,0,0,1,0,02/17/2023,away,16340,415,Miami (FL),9,True,9,5,4,win,2390271,539,2023,1,48,12,0.479,0.372,0.558,1.037,0.186,0.042,0.229,0.125,1.833,0.467,0.472,5.145,12.681,539
1,2,31,6,2,0,8,0,2,2,0,0,0,6,2,0,0,0,0,2,02/18/2023,away,16340,415,Miami (FL),9,True,2,10,-8,loss,2390514,539,2023,1,33,4,0.242,0.194,0.258,0.5,0.064,0.0,0.182,0.061,3.0,0.24,0.242,-4.211,0.97,539
2,2,34,6,0,0,6,0,1,6,0,0,0,14,0,0,0,0,0,0,02/19/2023,away,16340,415,Miami (FL),9,True,2,3,-1,loss,2390831,539,2023,1,40,6,0.3,0.176,0.176,0.476,0.0,0.0,0.35,0.15,2.333,0.3,0.26,-4.37,1.91,539
0,9,37,15,1,0,22,2,9,3,1,0,0,10,1,1,0,1,0,1,02/17/2023,home,16340,67,Boston College,9,True,9,0,9,win,2390256,541,2023,1,41,12,0.463,0.405,0.595,1.058,0.19,0.049,0.244,0.073,3.333,0.52,0.483,4.856,11.293,541
1,0,28,1,0,0,1,0,0,2,0,0,0,10,0,0,0,1,0,0,02/18/2023,home,16340,67,Boston College,9,True,0,3,-3,loss,2390507,541,2023,1,30,1,0.1,0.036,0.036,0.136,0.0,0.0,0.333,0.067,5.0,0.056,0.084,-8.668,-3.958,541
2,6,31,9,1,0,19,3,6,5,3,1,0,12,2,2,0,0,0,2,02/19/2023,home,16340,67,Boston College,9,True,6,18,-12,loss,2390823,541,2023,1,40,5,0.425,0.29,0.613,1.038,0.323,0.075,0.3,0.125,2.4,0.353,0.458,3.716,9.996,541
3,2,35,9,3,0,15,1,2,0,0,0,0,14,1,0,0,0,0,1,02/21/2023,away,16340,110,UCLA,9,True,2,11,-9,loss,2391178,541,2023,1,35,5,0.257,0.257,0.429,0.686,0.172,0.029,0.4,0.0,0.0,0.4,0.304,-2.251,3.244,541
0,11,33,13,6,0,19,0,10,13,1,1,2,9,1,0,1,3,0,0,02/17/2023,neutral,16340,380,Maine,9,True,11,10,1,win,2390368,545,2023,1,50,7,0.54,0.394,0.576,1.116,0.182,0.0,0.18,0.26,0.692,0.52,0.51,7.3,15.15,545
1,7,38,13,3,0,22,2,7,7,0,0,0,9,0,1,1,0,0,0,02/18/2023,neutral,16340,380,Maine,9,True,7,11,-4,loss,2390673,545,2023,1,45,8,0.444,0.342,0.579,1.023,0.237,0.044,0.2,0.156,1.286,0.407,0.466,4.548,11.613,545
2,5,32,6,1,0,10,1,5,8,0,1,0,10,1,0,0,1,0,0,02/19/2023,neutral,16340,380,Maine,9,True,5,8,-3,loss,2390900,545,2023,1,41,4,0.341,0.188,0.312,0.653,0.124,0.024,0.244,0.195,1.25,0.227,0.326,-1.716,4.721,545
0,17,38,17,1,0,27,3,17,7,3,0,0,3,0,0,0,1,0,0,02/17/2023,away,16340,30095,Utah Tech,9,True,17,3,14,win,2390473,551,2023,1,48,13,0.562,0.447,0.711,1.273,0.264,0.062,0.062,0.146,0.429,0.438,0.573,10.095,17.631,551
1,6,30,10,2,0,18,2,6,0,2,0,0,6,1,0,0,0,0,1,02/18/2023,away,16340,30095,Utah Tech,9,True,6,4,2,win,2390774,551,2023,1,32,6,0.375,0.333,0.6,0.975,0.267,0.062,0.188,0.0,0.0,0.364,0.433,2.156,7.18,551
2,21,47,21,5,0,41,5,20,8,3,0,0,5,2,0,0,1,0,2,02/18/2023,away,16340,30095,Utah Tech,9,True,21,11,10,win,2408327,551,2023,1,58,11,0.552,0.447,0.872,1.424,0.425,0.086,0.086,0.138,0.625,0.432,0.613,14.567,23.673,551
3,1,32,10,2,0,12,0,1,0,1,0,0,4,1,1,0,0,0,1,02/19/2023,away,16340,30095,Utah Tech,9,True,1,11,-10,loss,2390964,551,2023,1,33,8,0.333,0.312,0.375,0.708,0.063,0.0,0.121,0.0,0.0,0.357,0.334,-1.112,4.069,551
0,7,36,12,1,1,15,0,7,3,2,0,3,7,0,0,0,1,0,0,02/17/2023,neutral,16340,261,Grambling,9,True,7,5,2,win,2390331,553,2023,1,44,10,0.386,0.333,0.417,0.803,0.084,0.0,0.159,0.068,2.333,0.414,0.373,0.27,7.178,553
1,4,32,6,0,0,6,0,2,3,4,0,0,11,1,1,0,0,0,1,02/18/2023,neutral,16340,699,Texas Southern,9,True,4,8,-4,loss,2390587,553,2023,1,39,6,0.333,0.188,0.188,0.521,0.0,0.0,0.282,0.077,3.667,0.286,0.289,-3.106,3.017,553
2,3,31,5,3,0,8,0,2,6,2,0,0,17,0,0,0,0,0,0,02/19/2023,neutral,16340,314,Jackson St.,9,True,3,8,-5,loss,2390882,553,2023,1,39,2,0.333,0.161,0.258,0.591,0.097,0.0,0.436,0.154,2.833,0.357,0.311,-2.23,3.893,553
3,1,29,2,0,0,2,0,1,6,3,0,0,12,2,0,0,0,0,1,02/21/2023,away,16340,676,SFA,9,True,1,11,-10,loss,2391202,553,2023,1,38,2,0.289,0.069,0.069,0.358,0.0,0.0,0.316,0.158,2.0,0.118,0.237,-5.043,0.923,553
0,3,30,4,1,0,5,0,3,3,0,0,1,8,1,0,0,0,0,1,02/17/2023,neutral,16340,251,Georgetown,9,True,3,4,-1,loss,2390397,1320,2023,1,34,3,0.206,0.133,0.167,0.373,0.034,0.0,0.235,0.088,2.667,0.182,0.191,-6.109,-0.771,1320
1,5,37,11,2,0,13,0,4,6,1,0,1,13,0,0,0,6,0,0,02/18/2023,away,16340,251,Georgetown,9,True,5,2,3,win,2390771,1320,2023,1,45,9,0.4,0.297,0.351,0.751,0.054,0.0,0.289,0.133,2.167,0.458,0.371,0.184,7.249,1320
2,3,33,8,2,0,10,0,3,4,1,1,0,11,0,0,0,0,0,0,02/19/2023,away,16340,251,Georgetown,9,True,3,5,-2,loss,2391036,1320,2023,1,39,6,0.333,0.242,0.303,0.636,0.061,0.0,0.282,0.103,2.75,0.348,0.314,-2.11,4.013,1320
3,3,31,5,0,0,8,1,3,2,1,0,2,7,0,0,0,1,0,0,02/22/2023,home,16340,769,Western Caro.,9,True,3,0,3,win,2391227,1320,2023,1,36,4,0.222,0.161,0.258,0.48,0.097,0.028,0.194,0.056,3.5,0.174,0.226,-5.182,0.47,1320
0,12,35,11,2,1,24,3,11,7,2,1,0,6,1,0,0,6,0,1,02/17/2023,neutral,16340,285,Holy Cross,9,True,12,1,11,win,2390323,559,2023,1,45,5,0.444,0.314,0.686,1.13,0.372,0.067,0.133,0.156,0.857,0.296,0.49,5.651,12.716,559
1,14,31,12,5,0,23,2,12,4,3,1,0,6,0,0,0,4,0,0,02/18/2023,neutral,16340,285,Holy Cross,9,True,14,4,10,win,2390601,559,2023,1,39,5,0.487,0.387,0.742,1.229,0.355,0.051,0.154,0.103,1.5,0.417,0.533,6.609,12.732,559
2,3,32,6,1,0,10,1,3,4,0,0,0,9,0,1,0,0,0,0,02/18/2023,neutral,16340,285,Holy Cross,9,True,3,12,-9,loss,2408931,559,2023,1,36,4,0.278,0.188,0.312,0.59,0.124,0.028,0.25,0.111,2.25,0.227,0.284,-3.051,2.601,559
3,12,35,13,2,1,32,5,12,1,2,0,0,7,0,0,0,2,0,0,02/19/2023,neutral,16340,285,Holy Cross,9,True,12,2,10,win,2390890,559,2023,1,38,5,0.421,0.371,0.914,1.335,0.543,0.132,0.184,0.026,7.0,0.348,0.56,7.487,13.453,559
0,1,29,4,0,1,6,0,1,2,0,1,0,14,1,0,0,1,0,0,02/18/2023,neutral,16340,305,Indiana St.,9,True,1,6,-5,loss,2420142,562,2023,1,32,3,0.188,0.138,0.207,0.395,0.069,0.0,0.438,0.062,7.0,0.25,0.19,-5.783,-0.759,562
1,1,29,4,2,0,6,0,1,0,0,1,0,16,0,0,1,0,0,0,02/18/2023,neutral,16340,312,Iowa,9,True,1,7,-6,loss,2390603,562,2023,1,30,2,0.133,0.138,0.207,0.34,0.069,0.0,0.533,0.0,0.0,0.286,0.15,-6.646,-1.936,562
2,0,26,6,0,0,6,0,0,3,2,0,0,3,4,0,0,0,0,0,02/19/2023,neutral,16340,312,Iowa,9,True,0,10,-10,loss,2390889,562,2023,1,31,6,0.355,0.231,0.231,0.586,0.0,0.0,0.097,0.097,1.0,0.261,0.312,-1.741,3.126,562
0,1,33,6,1,0,7,0,1,7,4,0,0,12,0,1,0,1,0,0,02/17/2023,home,16340,310,Iona,9,True,1,3,-2,loss,2390290,563,2023,1,44,5,0.386,0.182,0.212,0.598,0.03,0.0,0.273,0.159,1.714,0.286,0.336,-1.393,5.515,563
